,Name,Latitude,Longitude,Elevation,Analized days,Total data,CSI data,SSPC_MBD,SSPC_MAPD,SSPC_MAD,SSPC_SD,SSPC_NSE_o_R2,SSPC_SBF,SSPC_U95,SSPC_TS,SSPC_WIA,SSPC_LCE,SSPC_RMSD,SSPC_KSI,SSPC_OVER,SSPC_CPI,ESRA_RMSD,ESRA_KSI,ESRA_OVER,ESRA_CPI,I&P_RMSD,HLJ_RMSD,Mghouchi_RMSD,Biga_RMSD,FR1999_RMSD,S1994_RMSD,DPP_RMSD,M1976_RMSD,L1970_RMSD,Kasten_RMSD,SP1965_RMSD,Hourwitz_RMSD
0,Alert,82.49,-62.42,127.0,1642,2312562,166146,2.95,3.31,1597.7,28.67,0.1,0.66,56.74,26.14,0.81,0.3,3.99,28209.93,28101.81,14079.93,110.05,125522.5,125422.31,62738.19,8.36,565.08,524.66,83.3,586.84,142.14,506.61,141.23,128.42,132.92,133.32,175.49
