,Date,I_ext,a,b,Tl_a,SSPC_MBD,SSPC_MAPD,SSPC_RMSD,SSPC_MAD,SSPC_SD,SSPC_NSE_o_R2,SSPC_SBF,SSPC_U95,SSPC_TS,SSPC_WIA,SSPC_LCE,SSPC_KSI,SSPC_OVER,SSPC_CPI,ESRA_RMSD,ESRA_KSI,ESRA_OVER,ESRA_CPI,I&P_RMSD,HLJ_RMSD,Mghouchi_RMSD,Biga_RMSD,FR1999_RMSD,S1994_RMSD,DPP_RMSD,M1976_RMSD,L1970_RMSD,Kasten_RMSD,SP1965_RMSD,Hourwitz_RMSD
65,2011-04-06,1359.0995,0.4673,-6.9731,6.0862,3.6932,3.8733,4.8859,1848.2711,33.6174,0.0731,0.3782,66.5825,25.7899,0.6666,0.1437,34440.2944,34330.6362,17195.1756,174.77,237200.5914,237100.5914,118577.7387,8.3638,592.8139,561.0963,93.1576,631.331,189.2834,559.1203,188.0353,172.7611,217.8079,173.4633,158.3957
66,2011-04-07,1358.2989,0.1988,-2.5017,2.1421,1.1517,1.1662,1.2473,604.6686,8.4315,0.9331,0.9528,16.7056,55.0662,0.9827,0.7203,10803.8116,10696.8784,5375.7961,157.4802,219218.3555,219118.3555,109584.8014,8.3093,578.0026,545.4392,77.4974,615.8394,171.4898,543.1525,170.2606,155.0726,199.29,156.1856,173.6726
67,2011-04-08,1357.5001,0.3125,-5.1389,3.621,3.586,3.7254,4.4183,1427.3066,30.5694,0.273,0.5304,60.5385,27.6834,0.762,0.1758,29409.7434,29301.3627,14679.9857,174.8232,209985.5528,209885.5528,104969.9855,8.3719,594.0681,561.9134,94.1351,631.9843,188.983,559.4437,187.7507,172.5704,216.948,173.5334,157.6322
68,2011-04-09,1356.7034,0.4492,-6.1218,5.7638,5.0746,5.2744,6.4485,1921.2975,42.7767,-0.6317,0.3073,84.7896,24.7644,0.5889,-0.1505,38869.3222,38762.6248,19411.211,133.3563,153846.0717,153746.0717,76901.2601,8.2439,557.8997,523.0784,60.4921,593.9328,145.7837,520.0618,144.6295,130.0442,171.1988,132.1242,198.5562
69,2011-04-10,1355.9088,0.4881,-5.4156,6.4713,2.4109,3.8554,7.5473,304.4386,46.4056,-0.4949,-0.1278,92.15,3.198,0.2549,0.1361,11218.6824,11101.9732,5583.9376,136.7714,75458.1756,75358.1756,37707.8615,7.9774,528.9498,504.2213,53.1051,570.6963,154.7438,502.0598,153.4289,138.4999,187.1701,135.5309,218.8152
70,2011-04-11,1355.1168,0.4689,-5.1665,6.1159,5.9222,6.1124,7.8479,238.6414,46.664,-5.1881,-0.4212,92.746,7.1822,0.2912,-1.0135,12034.9094,11920.2406,5992.7115,112.0695,37876.8323,37776.8323,18917.3401,7.8251,500.5334,477.2657,30.5281,542.6221,131.4193,474.8725,130.0718,115.0362,165.1671,110.8484,240.3354
71,2011-04-14,1352.7578,0.146,-1.0789,1.5249,3.1042,3.1416,3.6593,913.3292,26.0661,0.8541,0.9892,51.5905,27.424,0.9645,0.5882,22025.5787,21916.2891,10987.2966,149.7456,152515.6105,152415.6105,76234.6349,8.4182,586.9149,547.4979,93.5458,617.4812,158.7912,541.6939,157.7742,143.7613,179.0135,148.7217,172.1983
72,2011-04-16,1351.2016,0.292,-4.043,3.3377,1.3572,1.4205,1.6428,104.6045,11.2584,0.9373,0.8763,22.3001,12.7821,0.9824,0.7805,4747.089,4642.9344,2348.3272,144.6923,75461.7254,75361.7254,37706.6841,8.2842,567.7707,533.9795,68.5036,602.3632,158.0363,528.9309,156.8641,142.0748,184.0261,143.5267,181.9217
73,2011-04-17,1350.4292,0.1802,-3.2112,1.9203,2.0806,2.1787,2.5111,1277.5218,19.5502,0.8437,0.7951,38.6332,36.639,0.9533,0.6074,24035.118,23930.7777,11992.7295,210.8561,316645.8043,316545.8043,158299.1577,8.6618,649.856,610.1971,149.8255,679.8087,219.999,603.4539,218.9779,204.8904,240.1388,209.8455,106.3682
74,2011-04-18,1349.6608,0.3706,-8.4931,4.4739,6.3115,6.7599,8.0225,4715.5944,61.1783,-0.1158,0.3555,120.9361,34.8095,0.6303,-0.0108,79281.1734,79177.1845,39618.6007,197.6268,326910.0085,326810.0085,163434.0155,8.6019,634.7634,595.5867,136.5807,664.6863,207.0107,588.5482,205.9851,191.9157,227.4232,196.6381,121.893
75,2011-04-19,1348.8967,0.1953,-2.3769,2.0997,1.2865,1.3713,1.6446,314.329,11.3928,0.9506,0.8701,22.5614,19.5753,0.986,0.7961,8331.5217,8224.9506,4139.9404,150.9498,142820.234,142720.234,71385.9393,8.3299,579.3342,544.0415,80.4484,613.1626,162.3174,538.3287,161.1994,146.6277,186.1407,149.7884,176.0663
76,2011-04-21,1347.382,0.488,-8.1053,6.4698,11.185,12.2441,13.7199,3266.1108,92.8793,-0.5398,0.2823,184.0189,24.0136,0.5973,-0.1527,78437.7137,78335.0843,39200.0594,129.7483,132591.7821,132491.7821,66277.751,8.2446,559.2508,522.8783,71.2351,591.2346,139.8892,516.0137,138.8315,124.687,161.8456,128.716,198.8443
77,2011-04-22,1346.6319,0.1377,-0.1675,1.4316,1.7428,1.7855,2.665,54.0573,19.8742,0.3036,0.6078,39.3021,4.7345,0.8117,0.2968,3153.55,3013.2952,1543.0438,123.7919,36791.668,36691.668,18372.1665,8.456,573.9252,530.0012,74.8427,599.0609,129.7456,520.3048,128.8679,115.608,144.626,122.9707,183.6727
78,2011-04-23,1345.8869,0.2418,-4.9043,2.6746,3.8553,4.0016,4.9341,2000.9649,38.8118,0.0692,0.5198,76.6835,28.4951,0.734,0.0072,40473.0947,40367.7138,20212.6692,173.2389,235514.5244,235414.5244,117734.7293,8.6697,623.561,578.1284,129.0759,645.2298,179.1441,566.2835,178.296,165.2823,193.1106,172.6789,128.1993
79,2011-04-24,1345.1472,0.1377,-0.6291,1.4313,-1.1041,2.8922,3.5283,1822.5921,27.5743,0.7346,1.4182,54.4863,8.4703,0.9553,0.5262,33039.9758,32934.4594,16495.373,182.8927,283518.279,283418.279,141735.9037,8.6456,629.5708,586.2539,133.5175,653.6803,189.7431,575.2472,188.8412,175.4626,205.5914,182.2236,123.9159
80,2011-04-25,1344.413,0.1841,-2.4834,1.9669,2.4675,2.5113,2.8453,1223.9297,21.4002,0.8895,0.959,42.3135,38.7521,0.9721,0.6777,24924.8198,24823.7206,12438.5577,163.0972,219558.9737,219458.9737,109755.9095,8.5371,604.0004,562.5197,110.0429,628.989,171.4426,551.4669,170.4895,156.8967,189.3651,162.4353,146.1852
81,2011-04-27,1342.9619,0.2281,-3.5466,2.5023,2.3357,2.4658,2.9075,1301.0964,20.9424,0.8779,0.8388,41.4408,31.8087,0.965,0.6762,24090.7219,23987.6156,12021.0381,163.3526,233406.741,233306.741,116679.8242,8.4175,593.2793,556.6499,96.2883,623.3305,174.155,547.5038,173.0869,158.8945,196.3566,162.4184,157.5938
82,2011-04-28,1342.2453,0.1917,-3.3197,2.0568,2.7946,3.0128,3.5589,2629.8118,27.6994,0.8443,0.7869,54.7372,38.8832,0.9529,0.6285,39975.0995,39870.9595,19963.2942,185.9963,345284.1133,345184.1133,172618.8361,8.6138,626.997,585.2668,134.1195,650.8895,194.0121,572.9055,193.0775,179.6026,211.2833,185.4212,122.875
83,2011-04-29,1341.5351,0.4147,-10.5453,5.1764,6.2612,6.8126,8.2282,3421.2127,64.9879,0.0857,0.3826,128.3931,27.3798,0.6668,0.1542,69972.9779,69868.5857,34964.505,202.8367,286158.8692,286058.8692,143058.5487,8.6462,639.6962,599.2025,146.56,664.1854,211.9024,586.7731,210.9318,197.3096,230.6028,202.2419,106.4652
84,2011-04-30,1340.8313,0.3157,-6.1896,3.6665,5.5038,5.748,6.4067,1464.2034,46.8259,0.1214,0.5373,92.6338,27.3206,0.746,0.0635,39565.4154,39459.0292,19759.3145,171.7871,166798.8139,166698.8139,83377.6103,8.448,603.9185,567.0141,104.128,634.343,181.6694,557.6502,180.6234,166.5248,202.9457,170.7901,150.9868
85,2011-05-01,1340.1342,0.1786,-2.2338,1.9014,1.3074,1.3179,1.4229,1352.0484,10.8395,0.9789,1.0033,21.4277,74.8213,0.9948,0.847,19425.0753,19323.0693,9687.7476,151.3548,295882.2784,295782.2784,147916.8507,8.5473,606.5715,564.8108,115.6689,629.4118,174.648,551.0724,173.7173,160.2996,174.6824,166.0278,140.4537
86,2011-05-02,1339.444,0.1818,-2.2726,1.939,1.7855,1.7851,2.0361,1606.9745,15.2949,0.9557,1.0173,30.2426,54.6998,0.9892,0.7822,24225.507,24120.7904,12087.5924,144.3921,262428.3769,262328.3769,131190.2065,8.5089,598.4042,557.305,106.9049,621.8543,167.9637,543.6746,167.0205,153.5433,168.4577,159.0204,148.73
87,2011-05-03,1338.7608,0.4877,-6.0136,6.4637,-0.4156,0.6662,0.7391,33.3865,4.7922,0.6083,0.6025,9.5037,4.7593,0.8666,0.3228,1793.1145,1691.3109,871.4759,165.5936,69232.2244,69132.2244,34591.4818,8.0576,563.0274,544.4665,68.927,606.0974,202.3873,539.6037,200.9441,184.868,219.7222,179.8866,169.639
88,2011-05-04,1338.0847,0.4643,-9.5094,6.0315,5.8579,5.9985,6.5775,914.1374,50.3032,-1.3637,0.3067,99.4335,24.3806,0.5293,-0.8387,32848.0282,32736.6151,16399.4496,151.2492,112008.1792,111908.1792,55982.3784,8.5547,612.7635,570.9412,112.6153,637.6216,172.8197,558.1946,171.9291,158.6138,170.8643,165.6905,143.7227
89,2011-05-05,1337.4161,0.1266,-0.7624,1.3087,0.664,0.6662,0.9957,7.9681,7.7847,-6.9478,-0.7757,15.3824,2.968,0.2311,-1.3697,922.8796,840.5465,441.3544,172.3646,35102.819,35002.819,17526.9073,8.3906,611.4522,578.9598,105.709,647.159,199.4533,571.5039,198.3162,183.7052,205.4881,186.6556,147.3921
90,2011-05-06,1336.7549,0.2229,-4.5194,2.4377,1.9812,2.0843,2.5346,1331.3759,20.9756,0.8119,0.7438,41.4112,32.4653,0.9406,0.5421,25613.5028,25510.7198,12782.3229,161.023,252955.0156,252855.0156,126453.7751,8.7432,627.4463,578.4928,142.5271,639.9174,180.8,557.5208,180.0494,167.7481,175.4127,176.0513,106.6657
91,2011-05-07,1336.1016,0.1547,-1.5266,1.624,1.5353,1.5345,1.6989,513.1938,14.5554,0.8849,1.0176,28.7223,38.5115,0.9726,0.5149,14540.3904,14434.0633,7244.4629,168.2009,186245.5423,186145.5423,93098.6206,8.813,637.76,586.0865,157.7104,645.8559,186.8632,562.0993,186.1816,174.3211,179.4942,183.4457,90.9519
92,2011-05-08,1335.4561,0.469,-10.1308,6.1168,2.209,2.2718,2.9037,934.6453,23.9241,-0.1953,0.3027,47.2353,24.0221,0.6034,0.0199,22593.186,22488.1105,11271.776,127.4016,158244.9048,158144.9048,79098.9043,8.7332,597.6167,544.8066,118.8513,603.9554,145.6921,519.3933,145.0331,133.3452,137.7666,142.6978,125.9278
93,2011-05-09,1334.8186,0.1666,-1.9448,1.7617,2.4461,2.5579,2.7087,2999.0452,20.8402,0.9527,0.9573,41.1903,73.5849,0.9878,0.773,39869.8318,39767.2456,19910.6237,149.2821,316591.0653,316491.0653,158271.887,8.5321,602.6001,560.0133,119.4005,621.9867,171.9963,542.2047,171.1092,158.0615,171.1732,164.0937,142.4201
94,2011-05-10,1334.1894,0.2999,-6.9656,3.4462,9.2033,10.1646,11.2407,12618.0372,83.7268,0.1576,0.4809,165.5769,52.7822,0.7259,0.1642,153569.5349,153465.0277,76764.261,138.2411,308898.9081,308798.9081,154430.0744,8.4504,585.5353,545.1642,101.0735,606.9718,162.592,528.2339,161.6385,148.2913,164.2403,152.9196,156.0758
95,2011-05-11,1333.5685,0.2135,-3.8814,2.321,5.9616,6.6311,7.7146,6104.7577,56.0297,0.5905,0.6262,110.8544,38.9419,0.8619,0.4539,83960.2299,83855.9219,41957.8953,150.7935,289573.8709,289473.8709,144765.7928,8.383,593.4838,557.3332,104.4132,620.9331,175.7933,544.0506,174.7807,161.0172,178.8263,165.1265,159.6432
96,2011-05-12,1332.9561,0.2499,-3.7366,2.7788,3.6946,3.7673,4.0881,2083.9062,27.426,0.765,0.9386,54.3488,50.0938,0.9413,0.4367,35129.0899,35023.0517,17540.0794,134.6422,191227.367,191127.367,95590.7276,8.1769,560.351,530.3824,64.1303,594.2474,164.1027,520.3032,162.9087,148.2553,173.2935,148.8113,184.8459
97,2011-05-15,1331.1718,0.155,-0.7696,1.6271,0.0698,0.0795,0.1164,0.7154,1.0412,0.6367,1.0239,2.0536,2.1216,0.9187,0.4919,86.5927,19.8876,26.6782,136.2602,23668.0121,23568.0121,11809.0642,8.6209,604.9634,559.2406,111.6742,620.6702,155.1573,538.4699,154.4168,142.0336,148.8397,150.9322,139.5793
98,2011-05-16,1330.5951,0.1975,-3.3765,2.127,2.0655,2.1737,2.4187,2265.9863,19.7344,0.9022,0.8501,38.9689,54.3383,0.9721,0.6856,33907.9405,33805.5387,16929.5791,155.8454,313424.7208,313324.7208,156688.5697,8.6754,617.5114,570.0156,133.5466,630.0454,176.1354,546.3122,175.3674,163.0496,171.643,170.9234,116.7653
99,2011-05-17,1330.0276,0.1838,-2.7651,1.9631,3.172,3.2145,4.0389,3673.2417,31.5547,0.8375,0.9807,62.3517,43.155,0.9608,0.656,50524.4006,50423.3497,25238.957,151.3198,309126.8558,309026.8558,154540.4473,8.5618,602.4865,558.8704,117.5216,619.7546,173.9993,537.8264,173.12,160.2945,173.5017,166.127,135.179
100,2011-05-18,1329.4695,0.138,-0.1782,1.4346,8.0583,8.738,12.2366,56.4081,83.5413,-2.2215,-0.3464,165.4881,2.1435,0.3501,-0.1966,3293.8722,3238.0607,1639.1015,50.886,6658.9878,6558.9878,3310.6122,7.7177,467.8895,434.4358,59.5007,501.0545,66.3342,424.0477,65.5612,56.3337,69.6028,58.4831,298.5998
101,2011-05-22,1327.3339,0.209,-1.3517,2.2657,0.4174,0.4317,0.5501,3.9365,4.1477,0.9969,1.0119,8.2006,3.2936,0.9992,0.9556,462.1147,290.598,188.4532,42.785,6586.3445,6486.3445,3268.4473,8.1282,500.4595,458.3632,32.5951,520.3041,62.6321,438.6139,61.8313,49.4037,59.0072,56.9972,250.2938
102,2011-05-23,1326.8248,0.4096,-6.3068,5.0924,6.6282,7.1976,8.8577,1146.7388,60.756,0.0701,0.4279,120.3406,14.7943,0.7219,0.1414,34178.5457,34072.698,17067.2398,101.7459,75977.9704,75877.9704,37968.414,8.2008,541.8658,504.9928,55.1978,567.9122,124.8829,489.0065,123.9288,110.9937,127.4386,115.2086,211.3636
103,2011-05-25,1325.8372,0.2441,-2.6002,2.7049,1.0996,1.1159,1.3562,52.9442,9.6459,0.2962,0.5184,19.0919,9.4962,0.7589,0.1833,3205.3923,3099.632,1576.9342,74.5756,31325.1913,31225.1913,15638.2738,8.2732,537.3247,496.0817,37.4048,558.8223,94.5721,477.3355,93.7565,80.9215,90.4663,88.9363,217.606
104,2011-05-26,1325.359,0.1459,-0.0162,1.5245,3.0049,3.0866,7.0154,42.3682,50.7098,-36.0728,-3.4564,100.3378,1.7091,0.0423,-2.0117,2696.4896,2602.7308,1328.3128,59.8393,12753.9092,12653.9092,6355.4623,8.1597,515.7138,475.4286,22.9054,538.556,79.1844,457.467,78.3734,66.1234,76.5357,73.0751,241.1392
105,2011-05-30,1323.5523,0.2948,-6.2241,3.3757,2.4926,2.6134,3.3893,1311.5346,28.094,0.5184,0.5458,55.4635,24.8688,0.8236,0.3926,28153.5074,28047.5363,14051.9556,110.2439,150527.2996,150427.2996,75240.3445,8.6839,572.1144,516.5164,104.3979,570.7666,128.8388,479.2115,128.221,117.1268,121.2389,126.1723,133.3288
106,2011-05-31,1323.1277,0.3132,-7.5789,3.6317,6.2229,6.6032,7.5587,8650.0173,60.015,0.0713,0.4682,118.5588,54.0521,0.7104,0.1061,111387.738,111286.2637,55672.2798,124.7438,279038.0084,278938.0084,139497.7835,8.5781,582.8527,534.5787,102.715,592.2633,144.5661,505.4485,143.8315,131.8993,139.8056,139.8401,145.4631
107,2011-06-01,1322.7141,0.2431,-5.6178,2.6919,7.4195,7.7179,8.2918,8755.2595,65.6189,-0.0736,0.618,129.6358,68.8193,0.7191,-0.05,122436.3541,122332.473,61196.3527,124.4368,251861.9569,251761.9569,125910.1243,8.5676,579.6713,531.3674,101.1606,589.0868,144.1325,502.1079,143.3963,131.5647,139.7873,139.2567,148.0373
108,2011-06-02,1322.3116,0.2832,-4.7237,3.2179,4.155,4.2988,5.139,1836.6921,40.8771,-0.1733,0.4393,80.7498,28.8522,0.6598,-0.0678,40752.0201,40646.3145,20352.1532,67.6037,81001.5569,80901.5569,40478.348,8.586,526.3044,469.0874,65.666,521.7964,85.3767,428.5404,84.8038,74.3362,77.6112,83.1775,173.3881
109,2011-06-03,1321.9204,0.2017,-1.854,2.1772,2.4772,2.618,3.4282,314.6573,27.5351,0.8741,0.8738,54.3855,11.734,0.9652,0.7234,12639.1785,12525.1132,6292.787,83.7637,53685.2994,53585.2994,26819.3638,8.573,540.4798,483.8683,81.4786,538.391,102.7222,444.8908,102.1083,91.3468,96.1943,99.7994,167.2922
110,2011-06-05,1321.1719,0.4815,-6.9315,6.3475,0.8712,0.8914,1.0484,29.3727,8.0763,-4.8842,0.2181,15.9624,8.4502,0.3463,-1.5773,2176.3539,2046.7771,1056.3069,72.8526,24309.7827,24209.7827,12130.4156,8.4391,538.6919,492.3633,52.4188,548.2691,90.8659,462.9326,90.1941,78.4439,83.2978,87.6394,195.0013
111,2011-06-06,1320.8149,0.1632,-0.0412,1.7223,2.8913,2.8442,3.4343,332.8921,27.7847,0.9015,1.0639,54.8725,16.6569,0.9775,0.7132,14881.7514,14777.1985,7416.4546,83.12,47809.1727,47709.1727,23881.3035,8.5742,535.7937,477.1373,87.4555,530.6872,100.7563,435.0841,100.2171,90.3993,93.6024,98.7425,173.0369
112,2011-06-07,1320.4694,0.2578,-5.0699,2.8818,6.1547,6.6498,7.6471,7742.7062,59.8486,0.3393,0.5305,118.2569,48.0801,0.7719,0.2679,103477.3509,103376.3169,51717.2405,99.3716,211270.1316,211170.1316,105613.8893,8.5245,557.8338,507.5856,85.1761,563.5386,118.5496,474.3578,117.8694,106.3608,112.5384,114.7945,166.5671
113,2011-06-08,1320.1355,0.2176,-4.0714,2.3712,4.8769,5.2589,6.0557,6418.0921,48.6876,0.5734,0.6317,96.163,49.2648,0.8575,0.4004,86258.9121,86157.932,43107.2389,121.5258,266011.8138,265911.8138,132983.9347,8.5849,580.0557,529.9575,105.9595,585.9472,140.8173,496.7128,140.1324,128.5627,134.852,137.0037,145.5585
114,2011-06-09,1319.8133,0.169,-1.4551,1.7896,-0.2934,0.597,0.713,143.1223,5.2293,0.9412,1.0983,10.3443,6.9953,0.9868,0.7721,4081.2645,3974.9124,2014.4007,133.5776,125831.0521,125731.0521,62890.8826,8.3745,588.8827,551.2927,85.0327,614.2891,154.9492,533.356,154.0619,140.8486,153.177,147.8006,170.8119
115,2011-06-10,1319.5029,0.2091,-2.3472,2.2669,1.8105,1.8454,2.141,398.6844,16.8522,0.6833,0.7822,33.2958,23.4449,0.9113,0.4735,12786.4435,12669.7292,6365.1137,97.3064,87228.3584,87128.3584,43590.2497,8.5453,561.8965,513.7878,81.277,568.1003,115.3762,480.8136,114.7277,103.21,107.5178,112.4557,164.7892
116,2011-06-11,1319.2043,0.2861,-6.4844,3.2566,7.4306,7.9361,8.9676,8581.6099,69.773,-0.0137,0.4483,137.8799,50.2561,0.7053,0.08,119257.9486,119155.4681,59607.838,108.2772,220522.1006,220422.1006,110240.5341,8.5073,566.3956,518.5172,88.0466,575.291,127.5605,487.4145,126.8534,115.1061,122.0209,123.3993,164.7188
117,2011-06-12,1318.9177,0.455,-13.0962,5.8661,6.6959,6.9976,8.0048,9360.877,65.6354,-0.6533,0.2975,129.5985,57.0531,0.5963,-0.2114,124554.9175,124451.0873,62255.5036,136.3338,307161.1051,307061.1051,153559.555,8.6358,594.6195,544.9401,116.3695,600.6585,155.6264,511.4161,154.9313,143.2684,149.8799,151.6398,126.2318
118,2011-06-13,1318.643,0.2398,-3.6312,2.6499,1.7159,1.7271,2.1352,2405.8559,16.9069,0.8771,0.9841,33.4007,50.5374,0.9699,0.684,30907.0501,30805.6879,15429.2521,108.9312,242829.4287,242729.4287,121390.782,8.5575,566.2342,516.6395,88.1271,572.2833,128.0776,483.0698,127.3825,115.7778,122.521,124.0302,154.0671
119,2011-06-14,1318.3803,0.4085,-7.4809,5.0744,5.2501,5.576,6.6305,4715.3238,49.7561,0.0622,0.4316,98.3841,38.6984,0.713,0.1602,71072.9517,70968.321,35513.6334,91.178,159612.2646,159512.2646,79784.4475,8.4242,547.96,502.2101,64.3613,559.3421,110.3082,472.9211,109.5783,97.7203,105.4415,105.6902,185.702
120,2011-06-15,1318.1298,0.2931,-2.5158,3.3526,2.6491,2.7066,3.1666,834.5245,19.1622,0.2227,0.5836,38.0672,27.0561,0.7755,0.1263,17169.1047,17064.7643,8560.0506,11.53,10774.7567,10670.321,5362.8527,7.8215,461.8448,424.4726,45.0068,487.1685,29.2678,406.0463,28.4353,16.5455,27.3092,22.8412,298.4561
121,2011-06-17,1317.6651,0.2653,-3.4679,2.9797,2.2342,2.3631,2.9547,455.8142,23.3507,0.7867,0.7203,46.1322,16.4628,0.9315,0.6269,15013.4599,14908.3062,7481.9189,57.919,49212.9493,49112.9493,24582.952,8.5377,515.5884,457.7324,55.116,510.2818,76.639,414.0703,76.0487,65.3285,69.1932,74.2597,180.9615
122,2011-06-18,1317.4512,0.3283,-5.537,3.8459,5.6477,5.8616,6.7,3428.3067,48.3705,-0.1842,0.4827,95.7113,38.5695,0.7133,-0.1015,60953.0728,60850.5936,30454.2666,94.6162,136370.0591,136270.0591,68163.3795,8.3223,550.3389,509.217,58.1458,568.8421,114.3339,485.3251,113.5434,101.2029,110.7035,108.7347,199.2858
123,2011-06-19,1317.2495,0.2714,-3.8003,3.0604,2.1853,2.2196,2.6057,424.0365,18.8192,0.3275,0.6928,37.2375,21.3923,0.8081,0.2097,12605.2297,12500.2641,6277.6763,98.2541,81730.9242,81630.9242,40841.765,8.32,557.2226,517.483,57.9463,577.8012,118.1496,495.2517,117.3422,104.6593,114.1876,112.519,196.7918
124,2011-06-21,1316.8831,0.3211,-5.4898,3.743,4.408,4.6909,5.7013,299.7631,44.363,0.3836,0.503,87.6666,9.9784,0.7921,0.3782,16498.8602,16380.3157,8222.6446,67.4843,33302.0666,33202.0666,16628.884,8.4707,527.4951,475.5652,55.7158,529.7402,86.224,438.117,85.583,74.2986,79.1288,83.2249,188.224
125,2011-06-22,1316.7185,0.3246,-3.8528,3.7923,1.5801,1.5929,1.7348,173.8949,11.9766,0.048,0.6316,23.7191,23.0392,0.7478,-0.1322,6887.861,6784.7604,3419.0228,59.7687,38061.436,37961.436,19006.5854,8.1863,520.3953,480.3519,20.8524,540.3637,79.3565,457.5569,78.5644,65.9299,74.7769,74.091,233.3879
126,2011-06-24,1316.4268,0.2132,-1.5642,2.3173,1.568,1.5524,1.8031,364.3894,12.4422,0.9472,1.046,24.6414,26.7669,0.9875,0.7908,9961.1193,9849.8735,4953.6498,47.3817,42931.7148,42831.7148,21441.759,8.184,506.1582,463.9089,25.8558,521.8906,66.7943,437.4183,66.0367,53.8017,61.8773,61.9599,238.9133
127,2011-06-26,1316.185,0.2748,-3.9868,3.1051,3.0651,3.294,3.943,1750.1959,29.9003,0.766,0.7069,59.112,29.5016,0.924,0.5645,33108.2436,33005.9181,16530.5119,74.6028,106686.0151,106586.0151,53319.979,8.4333,532.598,483.485,56.9583,538.3443,93.7693,448.6299,93.0827,81.4794,87.7947,89.95,189.4771
128,2011-06-27,1316.0829,0.2115,-2.6591,2.2962,2.0295,2.1314,2.5964,2159.4167,21.0282,0.8529,0.816,41.5282,40.857,0.9569,0.6494,32406.3275,32302.3411,16178.4654,100.9965,198942.7843,198842.7843,99447.6904,8.5926,560.0734,506.9784,91.2681,559.7434,119.5569,466.9215,118.9383,107.8815,112.1291,116.8467,150.964
129,2011-06-28,1315.9934,0.2126,-2.8083,2.3095,1.9957,2.202,3.0824,2754.1981,24.4746,0.8796,0.7824,48.3491,31.5481,0.9629,0.7434,35449.8188,35346.8202,17700.7009,108.8895,243805.139,243705.139,121879.1107,8.5392,566.5656,516.7531,92.862,571.4778,127.9073,481.0957,127.2382,115.7994,121.6103,124.3587,157.0523
130,2011-06-29,1315.9165,0.2034,-2.6023,2.1981,1.8391,1.8946,2.0841,1953.2927,16.7162,0.9255,0.9275,33.0174,61.1065,0.9803,0.7246,28868.786,28766.3088,14409.8158,114.5874,225184.1014,225084.1014,112568.0928,8.5668,572.968,523.0689,97.0531,577.7368,133.6998,487.3076,133.0254,121.5041,127.4189,130.0961,148.1919
131,2011-06-30,1315.8523,0.2663,-4.8252,2.992,3.5331,3.6564,4.0492,4575.3783,31.9929,0.6103,0.7456,63.2064,64.2445,0.8874,0.3867,61022.1196,60918.7459,30487.241,103.0531,221550.2486,221450.2486,110752.1489,8.5378,559.7203,509.8381,83.3157,564.4207,122.1024,474.0801,121.4215,109.9373,116.2806,118.2756,158.6592
132,2011-07-01,1315.8006,0.2593,-3.2553,2.9012,1.7706,1.7844,2.0871,874.8176,15.0015,0.8795,0.98,29.6861,35.577,0.9702,0.6744,16957.3601,16851.586,8453.2801,25.1882,30281.1937,30181.1937,15116.6404,8.303,540.7807,499.2192,47.4227,557.9528,105.0749,473.7711,104.277,91.8349,33.1144,99.352,203.8102
133,2011-07-02,1315.7616,0.473,-11.1899,6.1909,5.5873,5.9405,7.2933,6257.8302,58.4471,-0.2079,0.2943,115.4448,39.8715,0.6066,0.0135,89824.4671,89720.3257,44889.8449,43.8295,87686.1117,87586.1117,43821.7025,8.5684,560.8624,509.3347,87.7453,563.0062,121.8403,471.3395,121.1837,109.8333,52.5667,118.4766,152.6892
134,2011-07-03,1315.7352,0.487,-9.7373,6.45,5.6619,6.1069,7.651,3921.9156,59.0465,-0.0807,0.3063,116.6987,28.9017,0.6265,0.1268,68566.0758,68459.9831,34260.3402,31.5056,44197.5153,44097.5153,22077.5831,8.4775,543.5509,494.1245,68.5931,548.7177,105.8114,458.8097,105.1393,93.7411,37.8698,102.1424,177.4128
135,2011-07-04,1315.7215,0.3107,-5.5632,3.5964,2.6003,2.737,3.3966,1747.7992,26.3585,0.6526,0.6281,52.0898,30.8245,0.881,0.4968,31644.8659,31543.2005,15798.7149,43.4672,66882.6489,66782.6489,33418.0227,8.4962,563.3885,516.8692,79.8873,572.1697,122.662,484.5979,121.961,110.1586,50.8695,118.7068,165.925
136,2011-07-05,1315.7204,0.194,-2.0953,2.0842,1.6952,1.776,2.0495,696.7073,15.5012,0.9353,0.8882,30.6467,29.7956,0.9821,0.7656,15720.728,15618.6598,7835.8717,50.799,60700.1085,60600.1085,30326.079,8.4236,570.22,527.3661,81.9519,585.1003,131.6077,500.0477,130.8507,118.6153,58.5657,126.7238,174.1507
137,2011-07-06,1315.7319,0.1802,-1.584,1.9207,1.0001,1.0344,1.5446,175.0756,11.0579,0.8311,0.7849,21.8839,11.2071,0.9491,0.6642,5428.1806,5324.6992,2688.9922,47.2612,36744.6713,36644.6713,18348.1079,8.2878,565.7492,527.9516,63.6841,589.8129,131.1232,508.1278,130.2665,117.2746,55.6164,124.554,193.8187
138,2011-07-07,1315.7561,0.4301,-5.6514,5.4344,1.0958,1.1038,1.3161,68.1666,9.6427,0.2263,0.8185,19.0749,11.7434,0.8328,0.1407,3804.5322,3696.8702,1876.0086,13.4318,5518.5929,5418.5929,2734.9545,8.3238,519.5201,474.9875,31.0435,530.5141,75.2192,444.845,74.5329,62.8164,13.0309,71.6014,217.4915
